SiteCode,CaO_Mean,TP_Mean,Vol_ave,AtmCa,AtmNa,AtmNO3,AtmSO4,TMIN_WS,XWD_WS,RH_WS,PT_Tmin,AWC_soil,Db3rdbar,Kfact,Pct_Alfi,SOC,EVI_AveAve,Evergr_ave,alru_dom,Wb_mx_area,slpavg,GW_P_Sp_Mx,ER13,PPT_ACCUM,PPT_2MoAvg,DOY,Type,GIS_LAT,GIS_LONG
EPA01-241,5.95,0.18,0,0.222,0.095,0.93,0.676,-137.5,101,55,-165,0.08,1.4972,0.1457,31.2,3.9307,1151,0.1302,0,26547,0.1768,146,N,94152.1,6575.1,191,REF,37.61381,-105.47208
EPA01-243,5.92,0.26,0.5614,0.228,0.041,0.81,0.518,-163.6,130.9,54,-127,0.066,1.6005,0.0947,38.8,4.5626,1371,0.3516,0,50444,0.1867,155,N,77801.6,3743.8,194,REF,38.05086,-107.81003
EPA01-245,5.6,0.24,0.8456,0.223,0.047,0.821,0.527,-153.8,90.5,49.6,-175,0.0831,1.4174,0.1588,74.8,4.7749,1870,0.4688,0,228398,0.1102,761,N,66002.4,4111.4,195,REF,38.10604,-107.03476
EPA01-249,3.12,0.13,0,0.236,0.057,1.159,0.712,-96.8,75,54.3,-96,0.0902,1.4204,0.1502,102.4,3.5886,2523,0.756,0,957,0.1161,57,N,50280.2,4676.1,200,REF,38.26356,-105.19254
EPA01-250,2.57,0.1,0,0.224,0.038,1.384,0.779,-141.9,89.7,52.1,-99,0.089,1.4297,0.1452,89.8,4.7101,2111,0.7407,0,1703089,0.113,24,N,64100.1,6362.8,203,REF,39.18559,-105.39136
EPA01-251,1.43,0.09,0,0.223,0.038,1.414,0.796,-143.4,89.8,51.6,-88,0.0868,1.4274,0.1447,91,4.7076,2298,0.9095,0,3685,0.1411,19,N,64094.5,5754.3,206,REF,39.24703,-105.35827
EPA01-252,3.05,0.11,0,0.223,0.038,1.278,0.717,-138.7,100.3,54.7,-133,0.0863,1.4567,0.1317,62.8,4.8751,2178,0.5783,0,0,0.148,19,N,56792.8,6340.6,207,REF,39.37463,-105.68358
EPA01-253,3.52,0.14,0,0.222,0.042,0.928,0.542,-159.2,92,52.5,-140,0.08,1.4898,0.1603,43.1,4.877,1592,0.3243,0,64938,0.1578,26,N,62355.6,3920.4,208,REF,38.87084,-106.26597
EPA01-254,17.62,0.21,0,0.228,0.04,0.999,0.568,-169.8,139.5,57,-153,0.0848,1.5796,0.1,46.7,5.0045,2378,0.4596,0,0,0.129,54,N,71352.7,5167.6,212,REF,39.46359,-106.29763
EPA01-256,2.78,0.14,0,0.22,0.04,0.872,0.506,-178.5,97.4,52.8,-160,0.0856,1.5033,0.1,56.4,4.9485,1138,0.2139,0,42072,0.1347,22,N,67464.3,6837.2,213,REF,39.0519,-106.3901
EPA01-257,7.24,0.14,0.0408,0.211,0.039,0.769,0.444,-189.3,113.3,52.1,-181,0.0879,1.5488,0.1397,65,4.7082,1807,0.3161,0,76856,0.1116,23,N,67088.9,6907.4,216,REF,38.9862,-106.6969
EPA01-259,3.35,0.11,0,0.224,0.039,0.777,0.451,-175,107,52,-166,0.09,1.59,0.1,98.6,5.0337,2822,0.9493,0,2984,0.1405,17,N,57322.7,6062.3,220,REF,39.29786,-106.6589
EPA01-260,2.81,0.13,0,0.223,0.04,0.862,0.498,-185.5,119.3,53.5,-163,0.0819,1.4615,0.2145,72.6,5.047,2039,0.4895,0,224071,0.1153,46,N,74771.3,7429.4,221,REF,39.21693,-106.39808
EPA01-261,2.79,0.11,0,0.225,0.04,0.856,0.495,-180,125,54,-164,0.08,1.4875,0.1736,53.7,5.0393,2175,0.5181,0,110591,0.0915,21,N,79187.7,7154.2,222,REF,39.2853,-106.44936
EPA01-262,3.26,0.14,0,0.223,0.039,1.191,0.666,-136,121,55,-156,0.08,1.5648,0.1061,4,4.932,1647,0.1791,0,0,0.1251,18,N,69163.8,7109.1,223,REF,39.46255,-105.85759
EPA01-301,3.91,0.21,1,0.263,0.089,1.035,0.851,-53,95.5,40,-49,0.094,1.436,0.127,0,2.643,2609,0.8404,0,0,0.1849,66,N,87993,2274.5,141,REF,31.864733,-109.331267
EPA01-304,4.7,0.21,0.7726,0.254,0.09,1.039,0.857,0.4,60.2,40,0,0.1177,1.4387,0.3408,0,3.083,1702,0.1933,0,14963,0.0564,59,N,59561.2,3004.8,144,REF,32.350467,-110.236333
EPA01-313,8.88,0.32,0.9488,0.311,0.083,1.036,0.71,-71.4,68.9,52.6,-18,0.1281,1.3872,0.2878,64.5,5.2449,2067,0.7312,0,5553,0.0496,68,Y,61449.3,1965.7,154,REF,34.668567,-111.714933
EPA01-314,6.13,0.15,0.2335,0.269,0.096,1.039,0.843,8.5,58.3,40,-3,0.084,1.264,0.1647,0,2.5298,2358,0.2827,0,0,0.1082,56,Y,64441.9,788.1,156,REF,33.5252,-111.086117
EPA01-402,15.99,0.18,0.0545,0.277,0.063,0.939,0.576,-74.5,69,53.5,-85,0.1196,1.3809,0.2904,0,4.4465,2289,0.3742,0,2297,0.1577,41,N,57996.9,1326.4,168,REF,37.538633,-113.15155
EPA01-404,5.97,0.19,0.856,0.265,0.059,0.928,0.575,-114.4,91.8,57,-126,0.0941,1.3966,0.2455,0,5.5337,1724,0.44,0,37793,0.0373,23,N,84493.3,1969.2,170,REF,37.65205,-112.756367
EPA01-406,5.05,0.21,0.9777,0.26,0.058,0.924,0.573,-122,80.6,54.7,-110,0.1026,1.3568,0.2435,0,5.7588,2019,0.5234,0,37793,0.0465,25,N,65945,1469.3,171,REF,37.609667,-112.556233
EPA01-407,3.47,0.17,0.8799,0.3,0.063,0.942,0.588,-115.5,84,51,-100,0.104,1.3942,0.173,43.9,5.6665,2351,0.7643,0,0,0.1123,364,N,54719.5,3243.2,172,REF,38.21545,-112.5341
EPA01-408,1.95,0.13,0.5225,0.306,0.064,0.946,0.592,-124.8,95.5,50.8,-129,0.0995,1.394,0.1833,53.3,5.753,2340,0.5672,0,91249,0.0651,35,N,70950.6,3865.9,173,REF,38.282267,-112.446767
EPA01-409,2.77,0.15,0.9043,0.326,0.068,0.957,0.598,-125.4,94.2,50.6,-105,0.0891,1.4384,0.1738,5.8,5.594,2174,0.6363,0,25592,0.1604,93,N,69691.1,3285.2,174,REF,38.338217,-112.5412
EPA01-410,16.87,0.11,0,0.467,0.088,1.03,0.661,-93.5,93.5,51,-88,0.1033,1.3667,0.1389,0,4.4382,2410,0.6051,0,0,0.1858,41,N,73048.2,3911.5,175,REF,38.868533,-112.294367
EPA01-413,27.59,0.26,0,0.453,0.229,1.013,0.71,-82,92,54,-90,0.0944,1.3091,0.1153,0,6.3989,2778,0.087,0,0,0.1354,24,N,70139.2,2334.2,177,REF,40.800183,-111.7714
EPA01-414,18.44,0.1,0,0.471,0.339,0.956,0.754,-119.9,116.5,54.5,-127,0.1272,1.3702,0.2403,0,6.7445,2200,0.3813,0,103113,0.0763,991,N,75356,5292.2,178,REF,41.878433,-111.563117
EPA01-415,20.64,0.11,0,0.477,0.346,0.955,0.758,-117.3,107,54.3,-108,0.1131,1.3334,0.2082,0,6.7839,2259,0.3297,0,103113,0.1009,991,N,66041.3,4264.9,178,REF,41.75915,-111.690683
EPA01-416,21.25,0.12,0,0.478,0.348,0.954,0.759,-116.9,106.7,54.3,-101,0.1125,1.3275,0.2083,0,6.7907,2250,0.3363,0,103113,0.1071,991,N,64960.4,4154.3,180,REF,41.7148,-111.841117
EPA01-417,19.11,0.08,0,0.479,0.352,0.951,0.76,-123.7,125.6,54.7,-99,0.1124,1.3677,0.2932,0,6.7933,2010,0.5076,0,9478,0.1828,30,N,73929.8,4894.5,180,REF,41.974867,-111.728633
EPA01-418,25.95,0.07,0,0.459,0.322,0.954,0.742,-122.3,123.7,54,-127,0.1588,1.4788,0.2809,0,6.4646,2246,0.4638,0,3709,0.095,29,N,75764.9,6171.9,181,REF,42.0985,-111.534783
EPA01-419,18.35,0.14,0,0.446,0.315,0.933,0.721,-94,106,57.5,-87,0.13,1.35,0.37,0,6.5004,2332,0.5761,0,0,0.1174,65,N,47866.6,2099.3,187,REF,42.304433,-112.133033
EPA01-420,15.03,0.1,0,0.352,0.226,0.855,0.602,-87,91.9,55.2,-91,0.11,1.4082,0.2163,0,5.5429,2160,0.1571,0,327,0.0722,635,N,42008.7,3281.1,188,REF,42.32845,-113.002367
EPA01-421,21.73,0.11,0,0.079,0.034,0.462,0.308,-134,123,60,-128,0.09,1.4953,0.2,0,5.6838,2255,0.593,0,0,0.1451,27,N,73591.9,9490.4,194,REF,47.919333,-112.8174
EPA01-427,24.06,0.11,0,0.163,0.045,0.699,0.485,-111.2,97.6,66.4,-121,0.1113,1.3934,0.2905,0,4.7726,2445,0.1754,0,7961,0.043,13,N,34254.6,11581,199,REF,47.003167,-109.344067
EPA01-428,3.96,0.14,0,0.174,0.048,0.61,0.381,-165.4,106.9,50.6,-123,0.0669,1.6524,0.0589,0,5.6413,1129,0.1643,0,321206,0.1766,28,N,58109.8,7705.1,203,REF,45.235617,-108.9252
EPA01-429,25.1,0.21,0,0.17,0.042,0.74,0.515,-88.4,75.2,58.6,-105,0.09,1.41,0.2,0,3.7399,2851,0.5527,0,0,0.1365,460,N,33949.3,4839.4,204,REF,45.133417,-108.427867
EPA01-430,4.93,0.14,0,0.171,0.048,0.589,0.36,-154.4,125.6,54.1,-118,0.0656,1.6485,0.0937,0,6.1579,1924,0.5582,0,227904,0.1562,28,N,70030.9,9429.2,205,REF,45.398833,-109.960733
EPA01-431,6.08,0.2,0.2726,0.171,0.048,0.584,0.353,-169.3,132,53.5,-135,0.0664,1.6685,0.06,2,5.489,2093,0.6224,0,356061,0.1437,29,N,69156.7,8898.1,206,REF,45.323,-110.232433
EPA01-434,4.87,0.2,0.4787,0.175,0.05,0.598,0.364,-160.5,123.6,57.2,-117,0.0797,1.5412,0.1787,20.7,4.6575,1810,0.4407,0,341724635,0.0924,2697,N,54648.8,6103.8,208,REF,46.5395,-110.581717
EPA01-435,4.63,0.2,1,0.166,0.049,0.582,0.356,-140,121,61,-111,0.1,1.44,0.2,102.7,5.5783,1231,0.0025,0,0,0.163,23,N,62274.8,8753.3,208,REF,45.506283,-110.789367
EPA01-436,4.6,0.2,0.9586,0.168,0.049,0.581,0.353,-159.1,122.2,60.9,-127,0.087,1.5442,0.1446,67,4.6052,2261,0.7782,0,7953,0.1472,30,N,64218.2,8795.6,209,REF,45.303433,-110.940183
EPA01-437,9.95,0.13,0.0112,0.168,0.051,0.587,0.357,-161.5,129.8,60.1,-146,0.1069,1.4829,0.1742,59.9,4.4858,2039,0.5456,0,105044,0.0961,28,N,62289.7,6304.5,210,REF,45.061683,-111.2653
EPA01-438,3.96,0.14,0,0.164,0.05,0.582,0.359,-143.2,135.4,60.4,-121,0.0622,1.6933,0.0678,0,4.6383,2069,0.5627,0,189966,0.1586,31,N,74038.4,9569.9,210,REF,45.390383,-111.24045
EPA01-439,10.64,0.17,0.2026,0.168,0.05,0.584,0.355,-156.3,127.3,59.3,-125,0.0963,1.4911,0.1864,64.6,4.3621,2152,0.6312,0,1321156,0.1066,681,N,62947.3,7211.1,211,REF,45.3951,-111.207267
EPA01-442,6.98,0.22,0,0.135,0.054,0.564,0.367,-155.4,107,61.8,-132,0.07,1.5967,0.15,0,5.9761,2418,1,0,2581,0.0876,15,N,44916.7,2877.9,213,REF,45.589633,-113.334317
EPA01-443,6.19,0.24,0,0.141,0.054,0.577,0.374,-145,97,60.5,-131,0.0736,1.6288,0.1416,0,6.0504,2491,0.8805,0,0,0.0782,24,N,51349.2,2240.6,214,REF,45.4529,-113.1129
EPA01-447,3.54,0.12,0.007,0.117,0.043,0.535,0.354,-126.9,121.2,67.8,-117,0.0983,1.4711,0.2474,94,5.3213,2097,0.9111,0,40123,0.1349,25,N,64161.4,4193.8,215,REF,46.297433,-113.669867
EPA01-449,8.24,0.1,0,0.062,0.036,0.428,0.281,-97,135.5,64.5,-82,0.0897,1.2631,0.3013,0,9.9684,2402,0.9085,0,0,0.2294,81,N,56463.5,1874.1,217,REF,47.712917,-115.127833
EPA01-451,1.3,0.11,0,0.057,0.035,0.418,0.273,-105.8,137.3,65.5,-106,0.0959,1.3944,0.3004,13.9,9.3217,2242,0.7676,0,51365,0.1348,72,N,58446.3,1650.3,219,REF,48.863333,-115.619233
EPA01-452,23.93,0.08,0,0.056,0.03,0.407,0.27,-122,153,62.5,-113,0.08,1.23,0.122,0,3.9941,2663,0.9054,0,0,0.1136,281,N,78802,2708.8,219,REF,48.751333,-114.7272
EPA01-453,8.5,0.12,0,0.086,0.035,0.474,0.316,-126.5,150.3,65,-105,0.0822,1.2729,0.1429,13,4.3736,2139,0.8215,0,3939053,0.1351,2801,N,89077.2,2451.4,223,REF,47.805467,-113.414183
EPA01-454,6,0.23,0,0.144,0.047,0.578,0.378,-127,109.5,64.6,-107,0.0815,1.4542,0.1424,0,6.2752,2165,0.5751,0,96358,0.1587,58,N,71133.4,3388.6,224,REF,45.604717,-111.896617
EPA01-501,12.97,0.13,0.6333,0.265,0.091,0.882,0.47,-90.3,63.3,40.5,-82,0.1029,1.3306,0.1147,0,2.7766,1913,0.9377,0,0,0.1038,37,N,50425.3,618.7,167,REF,38.1587,-115.63475
EPA01-502,23.27,0.14,0,0.285,0.096,0.901,0.493,-98.5,73,42.5,-96,0.1,1.31,0.1,0,2.804,1884,0.8082,0,0,0.2014,49,N,55781.5,741.2,168,REF,38.343483,-115.550883
EPA01-503,8.42,0.17,0.6405,0.165,0.089,0.714,0.369,-103,57,46,-90,0.1041,1.3811,0.1149,0,2.2037,1891,0.5528,0,0,0.0961,27,N,30624.4,274.3,169,REF,38.8642,-116.528867
EPA01-504,2.38,0.14,1,0.137,0.082,0.662,0.332,-75.2,53.6,45,-99,0.11,1.3858,0.1208,0,2.1206,1282,0.1927,0,0,0.071,12,N,41014.3,449.9,169,REF,38.709367,-116.896467
EPA01-505,8.77,0.19,0,0.131,0.081,0.652,0.324,-74,51,45.5,-89,0.0722,1.4222,0.1352,0,2.0741,1913,0.6477,0,0,0.1178,14,N,36649.7,417.7,170,REF,38.622583,-116.953267
EPA01-506,2.38,0.14,1,0.161,0.086,0.711,0.363,-119,56.2,43.8,-93,0.11,1.3889,0.1056,0,2.1648,1666,0.2886,0,0,0.0816,17,N,32814.5,327.5,171,REF,38.666733,-116.609667
EPA01-507,2.67,0.14,0.9258,0.103,0.079,0.592,0.291,-61.8,48.3,47.5,-79,0.11,1.387,0.1152,0,2.0602,1617,0.5261,0,0,0.1006,285,N,31462.7,357,172,REF,38.68565,-117.339533
EPA01-508,2.38,0.14,1,0.105,0.081,0.593,0.294,-72.8,60.4,47.4,-100,0.11,1.3892,0.1039,0,2.1557,1400,0.2793,0,0,0.1171,17,N,42561.7,466.9,172,REF,38.808683,-117.426
EPA01-509,2.66,0.14,0.9907,0.111,0.084,0.601,0.302,-62,56.5,45.5,-69,0.1103,1.3792,0.1545,0,2.1778,1673,0.4325,0,0,0.1006,38,N,33952.9,256.1,173,REF,39.111217,-117.27975
EPA01-510,26.03,0.25,0,0.125,0.083,0.629,0.319,-82,67,48,-85,0.12,1.35,0.32,0,2.176,1522,0.742,0,0,0.2335,270,N,44612.7,388.3,174,REF,39.249033,-117.073283
EPA01-512,2.38,0.14,0.9985,0.108,0.081,0.599,0.298,-75.7,57.7,46.6,-73,0.11,1.389,0.1052,0,2.1735,1630,0.4982,0,0,0.1616,43,N,45224.4,485.7,174,REF,38.874717,-117.252783
EPA01-513,4.76,0.22,0.5658,0.06,0.071,0.439,0.209,-79,88.5,54,-81,0.0992,1.3636,0.2424,31.1,5.165,2829,0.432,0.0149,0,0.2037,30,N,57842.2,821.8,175,REF,39.395133,-119.902967
EPA01-514,4.08,0.17,0.1371,0.072,0.064,0.536,0.254,-87,85,55.5,-75,0.06,1.49,0.1,0,5.7955,2733,0.4342,0.1214,0,0.0775,24,N,53000.8,541.8,178,REF,38.789317,-113.878983
EPA01-516,4.7,0.2,0.2845,0.069,0.061,0.53,0.252,-99.1,82.1,59,-93,0.0627,1.2663,0.0884,0,5.5936,2304,0.3243,0.0131,25044,0.1223,34,N,67061.8,709.6,180,REF,38.494333,-119.607783
EPA01-517,22.01,0.14,0,0.186,0.047,0.787,0.544,-115.6,84.3,55.9,-111,0.137,1.31,0.2742,4.8,4.0896,1726,0.2562,0,44798,0.085,1106,N,39558.1,3348.2,186,REF,44.300717,-107.541317
EPA01-518,2.34,0.11,0,0.191,0.048,0.806,0.555,-144.3,99.4,55.4,-144,0.0701,1.5766,0.1174,12.8,4.5514,1539,0.3163,0,228572,0.0806,21,N,51668.4,3980,186,REF,44.240017,-107.2243
EPA01-519,2.6,0.11,0,0.194,0.047,0.823,0.563,-121,89.3,57.2,-120,0.0768,1.5453,0.168,57.1,4.5525,2102,0.5419,0,227782,0.0746,64,N,40504.9,4336.2,187,REF,44.325617,-106.8184
EPA01-520,16.53,0.17,0,0.173,0.042,0.773,0.543,-144,106.2,58.1,-123,0.1237,1.3576,0.3269,32.3,4.1024,2280,0.5997,0,300496,0.0664,84,N,50644.9,3445.1,188,REF,44.8467,-107.330583
EPA01-521,30.15,0.09,0,0.173,0.043,0.768,0.539,-149.7,103.6,56.7,-145,0.144,1.276,0.3544,0,3.9629,1841,0.4647,0,1390,0.0755,84,N,57310.5,3886.7,188,REF,44.756917,-107.622533
EPA01-524,31.25,0.07,0,0.24,0.039,1.037,0.673,-178.2,105,59,-134,0.14,1.42,0.37,100.6,4.0244,2973,0.857,0,735,0.0346,31,N,54579.9,9058.3,191,REF,44.082417,-104.0595
EPA01-525,7.36,0.18,0.3414,0.24,0.04,1.034,0.675,-116.5,98,54.8,-116,0.12,1.46,0.37,101.6,4.2783,3150,0.9078,0,2032,0.0718,16,N,56137.5,9906.8,192,REF,44.411917,-104.0956
EPA01-526,5.93,0.22,0.4835,0.237,0.039,1.016,0.667,-126,102,62,-120,0.12,1.46,0.37,97.1,3.8427,3254,0.7365,0,223,0.0425,19,N,55374.2,9507.8,193,REF,44.50455,-104.43335
EPA01-528,1.88,0.11,0,0.266,0.051,1.049,0.631,-137.2,125.6,60.4,-134,0.0774,1.4141,0.1441,64.2,4.6732,2556,0.8617,0,19079,0.0689,65,N,93086.6,2038.8,196,REF,41.28305,-107.1189
EPA01-529,2.7,0.13,0,0.267,0.051,1.045,0.63,-131.3,123.6,59.4,-131,0.0738,1.4294,0.1661,87.6,4.8314,2511,0.8,0,7163,0.0745,52,N,86426.4,1961.4,197,REF,41.17185,-107.21375
EPA01-530,4.04,0.13,0,0.264,0.049,1.068,0.636,-140.9,135.9,58.3,-139,0.0893,1.3725,0.1025,3.6,4.7779,2411,0.844,0,11974,0.0812,136,N,108788.8,2439.7,197,REF,41.159633,-106.8914
EPA01-531,3.38,0.14,0,0.259,0.047,1.085,0.638,-145.6,135.8,55.9,-141,0.0849,1.4826,0.1544,77.3,4.4995,2201,0.8685,0,43318,0.0879,374,N,97316.8,2823.7,198,REF,41.00805,-106.815783
EPA01-533,1.93,0.11,0,0.256,0.046,1.162,0.668,-141.3,116.3,55.7,-138,0.0834,1.3894,0.1512,71.7,4.3174,2329,0.5656,0,268366,0.0488,573,N,88590.5,3313.6,200,REF,41.525317,-106.3908
EPA01-535,1.91,0.11,0,0.255,0.045,1.187,0.676,-135.4,107.4,53.4,-141,0.0755,1.419,0.1628,89.4,4.4125,2661,0.813,0,33801,0.0664,25,N,69412.4,2972.4,202,REF,41.35055,-106.16112
EPA01-536,3.51,0.13,0,0.242,0.044,1.137,0.672,-118.6,83,55,-112,0.0758,1.3709,0.1394,45.8,4.8123,2360,0.52,0,19184,0.06,15,N,49018.1,3824.5,206,REF,42.40907,-105.61035
EPA01-538,2.28,0.14,0.0195,0.215,0.06,0.724,0.509,-152.3,81.7,55.6,-152,0.0764,1.4377,0.1069,0,4.0205,1958,0.4193,0,505032,0.0599,214,N,48884.7,2239.8,207,REF,42.53747,-109.2035
EPA01-540,13.25,0.23,0.0007,0.342,0.159,0.94,0.644,-163.2,76.7,49.7,-176,0.1219,1.3525,0.3857,0,4.4508,1461,0.2013,0,108999,0.0484,2123,N,32602.7,1329.3,209,REF,42.09812,-110.20218
EPA01-541,19.59,0.28,0,0.34,0.165,0.922,0.644,-143.8,102,50.8,-144,0.1114,1.3906,0.37,0,4.6378,2388,0.6621,0,19279,0.0859,1112,N,53969.4,1769.1,210,REF,42.28833,-110.5768
EPA01-542,16.19,0.3,0,0.326,0.155,0.904,0.633,-146.2,102.8,50.8,-147,0.122,1.332,0.3161,0,4.6049,2261,0.6222,0,35772,0.0699,1176,N,55506,1584.1,210,REF,42.39948,-110.5561
EPA01-543,22.59,0.25,0,0.346,0.175,0.919,0.648,-148.3,109.2,50.8,-132,0.1176,1.367,0.37,0,4.7866,2134,0.59,0,888142,0.1104,282,N,57524.4,1953.9,211,REF,42.3654,-110.84105
EPA01-545,5.52,0.17,0,0.233,0.072,0.815,0.554,-177.8,99.8,55.2,-171,0.0788,1.4564,0.1159,0,5.0148,1222,0.2495,0,1823486,0.1491,3235,N,52015.9,3164.3,212,REF,43.36607,-109.9809
EPA01-546,19.82,0.46,0,0.244,0.092,0.787,0.528,-191.3,125,54.3,-144,0.0924,1.4314,0.37,41.3,4.7182,2278,0.6331,0,4603,0.1411,1248,N,58855,2051.6,214,REF,43.455533,-110.70975
EPA01-547,2.26,0.11,0.9181,0.185,0.056,0.631,0.389,-177.5,169.8,56.9,-166,0.0927,1.4758,0.2584,0,4.5967,1750,0.4462,0,206799,0.0389,107,N,87471.3,2685.6,216,REF,44.1119,-110.7009
EPA01-548,2.2,0.12,0.8664,0.185,0.057,0.633,0.391,-184.7,174.4,57.6,-147,0.0942,1.4864,0.2821,0,4.6426,1644,0.4508,0,897400,0.0381,63,N,97427.2,2867.3,216,REF,44.13882,-110.81522
EPA01-549,2.88,0.16,0.8135,0.173,0.048,0.585,0.352,-165.5,124.7,56.6,-166,0.078,1.5079,0.1201,0,4.1992,2352,0.5064,0,1057383,0.0362,115,N,58526.1,2840.5,217,REF,44.74872,-110.47577
EPA01-550,4.53,0.15,0.078,0.174,0.048,0.595,0.364,-169.2,130.4,51,-140,0.0698,1.6278,0.1502,0,5.5944,1665,0.3841,0,1063246,0.0873,1783,N,68820.9,4020.5,218,REF,44.88666,-109.658
EPA01-551,5.75,0.25,0.6154,0.184,0.052,0.636,0.399,-119.2,106.5,54.2,-109,0.0823,1.5697,0.1967,0,4.3603,1518,0.5566,0,9352,0.1523,892,N,56563.9,2391.8,219,REF,44.45854,-109.6332
EPA01-552,4.97,0.22,0.5672,0.193,0.057,0.673,0.433,-132.8,99.8,54.5,-125,0.06,1.6674,0.1511,0,4.2081,1316,0.452,0,0,0.1986,1441,N,54632.7,2486.3,220,REF,44.12651,-109.64232
EPA01-S10,4.82,0.2,0,0.033,0.13,0.253,0.152,-3.3,119.8,69.5,-5,0.1177,1.4109,0.2,0,7.91,2932,0.9148,0.0166,896,0.1649,91,N,85854.7,3685.8,174,REF,42.2989,-123.732217
EPA01-S12_1,2.77,0.14,0,0.032,0.067,0.269,0.13,-19,123,67,-15,0.0908,1.4492,0.1708,0,7.3813,3490,0.9305,0.0139,0,0.1227,40,N,79177.3,4470.6,175,REF,42.025133,-123.387217
EPA01-S203,8.18,0.31,0.9284,0.042,0.619,0.14,0.28,27.4,171.1,75,12,0.1521,1.0714,0.3083,0,10.9093,4353,0.5726,0.8918,8952,0.0938,64,N,142772.2,8447.6,171,REF,44.214833,-124.012533
EPA01-S204,8.73,0.32,1,0.042,0.617,0.141,0.28,25.3,173.3,76,12,0.192,1.0243,0.318,0,10.9438,3832,0.755,0.9457,0,0.1115,66,N,139873.7,8342.3,170,REF,44.266333,-124.096533
EPA01-S205,6.83,0.27,0.8519,0.039,0.504,0.165,0.267,14.7,186.7,75,11,0.2409,0.9536,0.32,0,11.0323,4330,0.676,0.9884,1204,0.1022,72,N,179176.4,10859.3,169,REF,44.9066,-123.9074
EPA01-S209,2.28,0.15,0,0.035,0.206,0.233,0.179,12.2,171.5,69.1,22,0.1129,1.4271,0.1929,0,8.7234,4055,0.8845,0.0236,2174,0.1959,126,N,180488.2,11677.9,178,REF,42.57215,-124.036317
EPA01-S216,5.74,0.17,0,0.031,0.051,0.272,0.123,-28.5,112.5,69.5,-15,0.105,1.3785,0.1815,17.8,6.6736,3217,0.9186,0.0004,0,0.1657,34,N,57361.9,2649.2,184,REF,41.97448,-123.17714
EPA01-S219,8.05,0.31,1,0.037,0.155,0.246,0.174,-40,134,72.4,-11,0.1643,0.9858,0.2586,0,7.2122,3235,0.9244,0.0213,8036,0.1667,38,N,73316.7,2516.9,190,REF,42.944583,-122.656633
EPA01-S221,4.5,0.25,0.5509,0.032,0.259,0.169,0.193,0,167,70.5,-3,0.1425,1.07,0.245,0,8.5015,3652,0.9832,0.6412,0,0.1642,48,N,109018,6508.5,193,REF,43.547425,-122.722225
EPA01-S222,4.39,0.25,0.5328,0.032,0.259,0.17,0.193,1,161.9,70.6,-11,0.156,0.998,0.272,0,8.4436,3370,0.9276,0.5597,0,0.1718,47,N,109018.7,6614.9,193,REF,43.545012,-122.718968
EPA01-S224,5.19,0.23,1,0.032,0.216,0.274,0.313,-31,143,70,-50,0.1,0.89,0.1,0,11.0576,3547,0.7296,0.0161,2215,0.1058,40,N,98663,6578.1,202,REF,46.3795,-121.572417
EPA01-S23,4.41,0.2,0.5503,0.038,0.086,0.277,0.155,-66.8,137.6,63.6,-53,0.1165,1.1949,0.1338,0,8.9066,2786,0.9419,0.0259,19947,0.1168,87,N,77013.5,2281.5,189,REF,42.634867,-122.314867
EPA01-S232,7.58,0.3,0.9988,0.029,0.227,0.152,0.18,-0.3,160,71.3,-5,0.1389,1.0893,0.2378,0,9.7818,3569,0.9074,0.5527,465,0.1727,45,N,99642.1,5148.1,207,REF,43.730783,-122.511133
EPA01-S233,7.56,0.3,1,0.026,0.201,0.134,0.167,14,164,72,-7,0.143,1.2143,0.26,0,10.1038,3126,0.9979,1,0,0.1244,42,N,109587.7,4935.5,211,REF,43.977083,-122.55695
EPA01-S234,7.56,0.3,1,0.025,0.2,0.134,0.167,12.5,160.5,71.5,-6,0.1475,1.2358,0.2733,0,10.1074,3134,0.9967,0.9997,0,0.0995,39,N,104462.8,4728.1,211,REF,43.97475,-122.545283
EPA01-S237,4.18,0.19,0.4716,0.025,0.181,0.135,0.161,-53.3,162.6,66,-27,0.1491,0.9902,0.2452,0,8.8013,2953,0.9807,0.0701,396679,0.0686,5232,N,122754.5,5726.4,210,REF,44.0725,-122.019467
EPA01-S24,5.17,0.22,0.5484,0.036,0.075,0.277,0.147,-68.9,139.7,62.4,-61,0.1128,1.1639,0.143,0,8.9246,2330,0.9697,0.0436,180699,0.0634,269,N,76550.1,2089.8,189,REF,42.559667,-122.279083
EPA01-S240,7.54,0.31,1,0.03,0.241,0.18,0.205,-36,163.5,67,-36,0.1133,1.0117,0.2867,0,9.6847,3481,0.9316,0.0176,0,0.1299,4174,N,124131.4,2166.5,213,REF,44.706983,-121.9249
EPA01-S245,5.49,0.23,0.927,0.032,0.197,0.27,0.325,-71.6,181.9,72,-55,0.1318,1.0817,0.1617,0,10.914,2318,0.8111,0.0127,29500,0.1625,47,N,118392.1,3411.3,215,REF,47.0088,-121.61755
EPA01-S30,7.5,0.28,1,0.034,0.261,0.287,0.294,-32.5,163.7,73.8,-58,0.12,0.94,0.24,0,9.6566,2430,0.8863,0.0018,22414,0.1551,70,N,148413.8,9948.3,199,REF,46.0452,-121.757283
